defId,quantity,pool,untradeable,isLoan,isEvolved,locked,inActiveSquad,estimatedPrice,positionOverride,squadName,favourite,observed
s0338,2,club,no,no,no,no,no,750,,,,untradeable|isLoan|inActiveSquad
s0339,1,club,no,no,no,no,no,750,,,,untradeable|isLoan|inActiveSquad
s0340,3,club,yes,no,no,no,no,750,,,,untradeable|isLoan|inActiveSquad
s0341,2,club,no,no,no,no,no,750,,,,isLoan|inActiveSquad
s0342,3,club,no,no,no,no,no,750,,,,untradeable|isLoan|inActiveSquad
s0343,1,club,no,no,no,no,no,750,,,,untradeable|isLoan|inActiveSquad
s0344,3,club,yes,no,no,no,no,750,,,,untradeable|isLoan|inActiveSquad
s0345,3,club,no,no,no,no,no,750,,,,untradeable|isLoan|inActiveSquad
s0346,2,club,no,no,no,no,no,750,,,,isLoan|inActiveSquad
s0347,1,club,no,no,no,no,no,750,,,,untradeable|isLoan|inActiveSquad
s0348,3,club,no,no,no,no,no,750,,,,untradeable|isLoan|inActiveSquad
s0349,1,club,no,no,no,no,no,750,,,,untradeable|isLoan|inActiveSquad
s0350,3,club,no,no,no,no,no,750,,,,untradeable|isLoan|inActiveSquad
s0351,2,club,no,no,no,no,no,750,,,,isLoan|inActiveSquad
s0352,1,club,no,no,no,no,no,750,,,,untradeable|isLoan|inActiveSquad
s0353,3,club,no,no,no,no,no,750,,,,untradeable|isLoan|inActiveSquad
s0354,1,club,no,no,no,no,no,750,,,,untradeable|isLoan|inActiveSquad
s0355,2,club,no,no,no,no,no,650,,,,untradeable|isLoan|inActiveSquad
s0356,4,club,no,no,no,no,no,650,,,,isLoan|inActiveSquad
s0357,2,club,no,no,no,no,no,650,,,,untradeable|isLoan|inActiveSquad
s0358,4,club,no,no,no,no,no,650,,,,untradeable|isLoan|inActiveSquad
s0359,2,club,yes,no,no,no,no,650,,,,untradeable|isLoan|inActiveSquad
s0360,4,club,no,no,no,no,no,650,,,,untradeable|isLoan|inActiveSquad
s0361,2,club,no,no,no,no,no,650,,,,isLoan|inActiveSquad
s0362,4,club,yes,no,no,no,no,650,,,,untradeable|isLoan|inActiveSquad
s0363,2,club,no,no,no,no,no,650,,,,untradeable|isLoan|inActiveSquad
s0364,3,club,no,no,no,no,no,650,,,,untradeable|isLoan|inActiveSquad
s0365,1,club,yes,no,no,no,no,650,,,,untradeable|isLoan|inActiveSquad
s0366,3,club,no,no,no,no,no,650,,,,isLoan|inActiveSquad
s0367,2,club,no,no,no,no,no,650,,,,untradeable|isLoan|inActiveSquad
s0368,2,club,no,no,no,no,no,650,,,,untradeable|isLoan|inActiveSquad
s0369,1,club,no,no,no,no,no,650,,,,untradeable|isLoan|inActiveSquad
s0370,3,club,no,no,no,no,no,650,,,,untradeable|isLoan|inActiveSquad
s0371,1,club,no,no,no,no,no,650,,,,isLoan|inActiveSquad
s0372,4,club,no,no,no,no,no,650,,,,untradeable|isLoan|inActiveSquad
s0373,2,club,no,no,no,no,no,650,,,,untradeable|isLoan|inActiveSquad
s0374,3,club,yes,no,no,no,no,650,,,,untradeable|isLoan|inActiveSquad
s0375,2,club,no,no,no,no,no,650,,,,untradeable|isLoan|inActiveSquad
s0376,1,club,no,no,no,no,no,650,,,,isLoan|inActiveSquad
s0377,3,club,yes,no,no,no,no,650,,,,untradeable|isLoan|inActiveSquad
s0378,3,club,no,no,no,no,no,650,,,,untradeable|isLoan|inActiveSquad
s0379,3,club,no,no,no,no,no,650,,,,untradeable|isLoan|inActiveSquad
s0380,3,club,no,no,no,no,no,650,,,,untradeable|isLoan|inActiveSquad
s0381,1,club,no,no,no,no,no,550,,,,isLoan|inActiveSquad
s0382,1,club,yes,no,no,no,no,550,,,,untradeable|isLoan|inActiveSquad
s0383,2,club,no,no,no,no,no,550,,,,untradeable|isLoan|inActiveSquad
s0384,2,club,no,no,no,no,no,550,,,,untradeable|isLoan|inActiveSquad
s0385,4,club,yes,no,no,no,no,550,,,,untradeable|isLoan|inActiveSquad
s0386,3,club,no,no,no,no,no,550,,,,isLoan|inActiveSquad
s0387,2,club,no,no,no,no,no,550,,,,untradeable|isLoan|inActiveSquad
s0388,3,club,no,no,no,no,no,550,,,,untradeable|isLoan|inActiveSquad
s0389,3,club,no,no,no,no,no,550,,,,untradeable|isLoan|inActiveSquad
s0390,2,club,no,no,no,no,no,550,,,,untradeable|isLoan|inActiveSquad
s0391,4,club,no,no,no,no,no,550,,,,isLoan|inActiveSquad
s0392,3,club,no,no,no,no,no,550,,,,untradeable|isLoan|inActiveSquad
s0393,2,club,no,no,no,no,no,550,,,,untradeable|isLoan|inActiveSquad
s0394,2,club,no,no,no,no,no,550,,,,untradeable|isLoan|inActiveSquad
s0395,1,club,yes,no,no,no,no,550,,,,untradeable|isLoan|inActiveSquad
s0396,3,club,no,no,no,no,no,550,,,,isLoan|inActiveSquad
s0397,4,club,no,no,no,no,no,550,,,,untradeable|isLoan|inActiveSquad
s0398,3,club,no,no,no,no,no,550,,,,untradeable|isLoan|inActiveSquad
s0399,4,club,no,no,no,no,no,550,,,,untradeable|isLoan|inActiveSquad
s0400,1,club,yes,no,no,no,no,550,,,,untradeable|isLoan|inActiveSquad
s0401,2,club,no,no,no,no,no,550,,,,isLoan|inActiveSquad
s0402,2,club,no,no,no,no,no,550,,,,untradeable|isLoan|inActiveSquad
s0403,2,club,yes,no,no,no,no,500,,,,untradeable|isLoan|inActiveSquad
s0404,2,club,no,no,no,no,no,500,,,,untradeable|isLoan|inActiveSquad
s0405,1,club,no,no,no,no,no,500,,,,untradeable|isLoan|inActiveSquad
s0406,1,club,no,no,no,no,no,500,,,,isLoan|inActiveSquad
s0407,4,club,no,no,no,no,no,500,,,,untradeable|isLoan|inActiveSquad
s0408,1,club,no,no,no,no,no,500,,,,untradeable|isLoan|inActiveSquad
s0409,3,club,no,no,no,no,no,500,,,,untradeable|isLoan|inActiveSquad
s0410,2,club,no,no,no,no,no,500,,,,untradeable|isLoan|inActiveSquad
s0411,4,club,no,no,no,no,no,500,,,,isLoan|inActiveSquad
s0412,1,club,no,no,no,no,no,500,,,,untradeable|isLoan|inActiveSquad
s0413,4,club,yes,no,no,no,no,500,,,,untradeable|isLoan|inActiveSquad
s0414,3,club,no,no,no,no,no,500,,,,untradeable|isLoan|inActiveSquad
s0415,1,club,yes,no,no,no,no,500,,,,untradeable|isLoan|inActiveSquad
s0416,1,club,no,no,no,no,no,500,,,,isLoan|inActiveSquad
s0417,4,club,no,no,no,no,no,500,,,,untradeable|isLoan|inActiveSquad
s0418,3,club,no,no,no,no,no,500,,,,untradeable|isLoan|inActiveSquad
s0419,1,club,no,no,no,no,no,450,,,,untradeable|isLoan|inActiveSquad
s0420,2,club,no,no,no,no,no,450,,,,untradeable|isLoan|inActiveSquad
s0421,1,club,no,no,no,no,no,450,,,,isLoan|inActiveSquad
s0422,3,club,no,no,no,no,no,450,,,,untradeable|isLoan|inActiveSquad
s0423,1,club,no,no,no,no,no,450,,,,untradeable|isLoan|inActiveSquad
s0424,2,club,no,no,no,no,no,450,,,,untradeable|isLoan|inActiveSquad
s0425,4,club,no,no,no,no,no,450,,,,untradeable|isLoan|inActiveSquad
s0426,1,club,no,no,no,no,no,450,,,,isLoan|inActiveSquad
s0427,3,club,no,no,no,no,no,450,,,,untradeable|isLoan|inActiveSquad
s0428,4,club,no,no,no,no,no,450,,,,untradeable|isLoan|inActiveSquad
s0429,3,club,yes,no,no,no,no,450,,,,untradeable|isLoan|inActiveSquad
s0430,3,club,no,no,no,no,no,450,,,,untradeable|isLoan|inActiveSquad
s0431,3,club,no,no,no,no,no,400,,,,isLoan|inActiveSquad
s0432,1,club,no,no,no,no,no,400,,,,untradeable|isLoan|inActiveSquad
s0433,3,club,no,no,no,no,no,400,,,,untradeable|isLoan|inActiveSquad
s0434,3,club,no,no,no,no,no,400,,,,untradeable|isLoan|inActiveSquad
s0435,1,club,yes,no,no,no,no,400,,,,untradeable|isLoan|inActiveSquad
s0436,2,club,no,no,no,no,no,400,,,,isLoan|inActiveSquad
s0437,1,club,yes,no,no,no,no,400,,,,untradeable|isLoan|inActiveSquad
s0438,2,club,no,no,no,no,no,400,,,,untradeable|isLoan|inActiveSquad
s0439,2,club,yes,no,no,no,no,400,,,,untradeable|isLoan|inActiveSquad
s0440,4,club,no,no,no,no,no,400,,,,untradeable|isLoan|inActiveSquad
s0441,1,club,no,no,no,no,no,0,,,,isLoan|inActiveSquad
s0442,1,club,no,no,no,no,no,0,,,,untradeable|isLoan|inActiveSquad
s0443,1,club,no,no,no,no,no,7500,,,,untradeable|isLoan|inActiveSquad
s0444,1,club,no,no,no,no,yes,14000,,Starting XI,,untradeable|isLoan|inActiveSquad
s0445,1,club,no,no,no,no,yes,7500,,Starting XI,,untradeable|isLoan|inActiveSquad
